image_id,filename,monument_category,question_id,question,answer,question_type,confidence,source
qutub_minar_014,qutub_minar_014_63540c41.jpg,Qutub Minar,qutub_minar_014_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q1,Name this monument.,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q2,In which city is this monument?,Delhi,location,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q4,What is the architectural style of this monument?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q5,Who commissioned this structure?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q6,When was this monument constructed?,12th century,time_period,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
qutub_minar_015,qutub_minar_015_951c3288.jpg,Qutub Minar,qutub_minar_015_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q1,What is this monument?,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q2,Where can you find this monument?,Delhi,location,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q4,What is the style of this structure?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q5,Which ruler built this?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q6,When was this built?,12th century,time_period,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q7,What is the primary building material?,Red sandstone,material,1.0,automated_generation
qutub_minar_016,qutub_minar_016_4c624c10.jpg,Qutub Minar,qutub_minar_016_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q1,What monument is shown in the image?,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q4,What is the architectural style of this monument?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q5,Who built this monument?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q6,When was this monument constructed?,12th century,time_period,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
qutub_minar_017,qutub_minar_017_47c4f838.jpg,Qutub Minar,qutub_minar_017_q8,What is the religious context of this monument?,Islamic,religion,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q1,Name this monument.,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q3,What state is this in?,Delhi,state,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q4,What is the architectural style of this monument?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q5,Who was the patron of this monument?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q6,In which century was this constructed?,12th century,time_period,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
qutub_minar_018,qutub_minar_018_65ef7ccc.jpg,Qutub Minar,qutub_minar_018_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q1,What is the name of this structure?,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q2,Where is this monument located?,Delhi,location,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q3,What state is this in?,Delhi,state,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q4,What type of architecture is this?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q5,Which ruler built this?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q6,When was this monument constructed?,12th century,time_period,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q7,What is the primary building material?,Red sandstone,material,1.0,automated_generation
qutub_minar_019,qutub_minar_019_1fc15cc8.jpg,Qutub Minar,qutub_minar_019_q8,What is the religious context of this monument?,Islamic,religion,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q1,Name this monument.,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q4,What is the architectural style of this monument?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q5,Which ruler built this?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q6,What is the time period of this monument?,12th century,time_period,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
qutub_minar_020,qutub_minar_020_945a750f.jpg,Qutub Minar,qutub_minar_020_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q1,What is the name of this structure?,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q2,Where can you find this monument?,Delhi,location,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q3,What state is this in?,Delhi,state,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q4,What type of architecture is this?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q5,Who commissioned this structure?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q6,When was this monument constructed?,12th century,time_period,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
qutub_minar_021,qutub_minar_021_e098b852.jpg,Qutub Minar,qutub_minar_021_q8,What is the religious context of this monument?,Islamic,religion,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q1,What monument is shown in the image?,Qutub Minar,monument_identification,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q3,What state is this in?,Delhi,state,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q4,What architectural style does this represent?,Indo-Islamic,architectural_style,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q5,Who was the patron of this monument?,Qutb-ud-din Aibak,builder_patron,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q6,When was this built?,12th century,time_period,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
qutub_minar_022,qutub_minar_022_826629a6.jpg,Qutub Minar,qutub_minar_022_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q1,What monument is shown in the image?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q3,What state is this in?,Delhi,state,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q4,What architectural style does this represent?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q5,Who was the patron of this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_001,red_fort_delhi_001_4d1d7e9a.jpg,Red Fort Delhi,red_fort_delhi_001_q8,What is the religious context of this monument?,Islamic,religion,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q1,What monument is shown in the image?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q5,Who built this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q6,What is the time period of this monument?,17th century,time_period,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_002,red_fort_delhi_002_bd14c630.jpg,Red Fort Delhi,red_fort_delhi_002_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q1,What monument is shown in the image?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q2,Where can you find this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q5,Who commissioned this structure?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q6,When was this built?,17th century,time_period,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q7,What is the primary building material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_003,red_fort_delhi_003_6505823e.jpg,Red Fort Delhi,red_fort_delhi_003_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q1,What is the name of this structure?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q4,What is the style of this structure?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q5,Who was the patron of this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q6,In which century was this constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_004,red_fort_delhi_004_38355817.jpg,Red Fort Delhi,red_fort_delhi_004_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q1,What is the name of this structure?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q2,In which city is this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q4,What is the architectural style of this monument?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q5,Who built this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q7,What is this monument made of?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_005,red_fort_delhi_005_152c582f.jpg,Red Fort Delhi,red_fort_delhi_005_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q1,Which monument is this?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q5,Who built this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q7,What is this monument made of?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_006,red_fort_delhi_006_78fd769a.jpg,Red Fort Delhi,red_fort_delhi_006_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q1,Which monument is this?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q2,Which city is this monument in?,Delhi,location,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q3,What state is this in?,Delhi,state,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q4,What architectural style does this represent?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q5,Who was the patron of this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_007,red_fort_delhi_007_b79d6a89.jpg,Red Fort Delhi,red_fort_delhi_007_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q1,What is the name of this structure?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q5,Which ruler built this?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q7,What is this monument made of?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_008,red_fort_delhi_008_abe8fe95.jpg,Red Fort Delhi,red_fort_delhi_008_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q1,What is the name of this structure?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q2,Where is this monument located?,Delhi,location,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q3,What state is this in?,Delhi,state,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q4,What architectural style does this represent?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q5,Who commissioned this structure?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q6,What is the time period of this monument?,17th century,time_period,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q7,What material was used to build this?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_009,red_fort_delhi_009_b82a7961.jpg,Red Fort Delhi,red_fort_delhi_009_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q1,Which monument is this?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q2,Where is this monument located?,Delhi,location,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q3,In which state is this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q5,Who commissioned this structure?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q7,What is this monument made of?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_010,red_fort_delhi_010_a37f2acb.jpg,Red Fort Delhi,red_fort_delhi_010_q8,What is the religious context of this monument?,Islamic,religion,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q1,What monument is shown in the image?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q2,Where is this monument located?,Delhi,location,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q4,What is the style of this structure?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q5,Which ruler built this?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q7,What is the construction material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_011,red_fort_delhi_011_0751d9fe.jpg,Red Fort Delhi,red_fort_delhi_011_q8,What is the religious significance?,Islamic,religion,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q1,What monument is shown in the image?,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q4,What is the architectural style of this monument?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q5,Who was the patron of this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q6,When was this monument constructed?,17th century,time_period,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q7,What is the primary building material?,Red sandstone,material,1.0,automated_generation
red_fort_delhi_012,red_fort_delhi_012_d5cd484d.jpg,Red Fort Delhi,red_fort_delhi_012_q8,Which religion is this associated with?,Islamic,religion,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q1,Name this monument.,Red Fort Delhi,monument_identification,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q2,What is the location of this monument?,Delhi,location,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q3,Which Indian state has this monument?,Delhi,state,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q4,What type of architecture is this?,Mughal,architectural_style,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q5,Who was the patron of this monument?,Shah Jahan,builder_patron,1.0,automated_generation
red_fort_delhi_013,red_fort_delhi_013_46cde425.jpg,Red Fort Delhi,red_fort_delhi_013_q6,In which century was this constructed?,17th century,time_period,1.0,automated_generation
